,year,conf_level,Intersection
21742,2023,high,No intersection
21743,2022,high,No intersection
21744,2022,high,No intersection
21745,2022,high,No intersection
21746,2022,high,No intersection
21747,2022,high,No intersection
21748,2022,high,No intersection
21749,2022,high,No intersection
21750,2022,high,No intersection
21751,2022,high,No intersection
21752,2023,high,No intersection
21753,2023,high,No intersection
21754,2022,high,No intersection
21755,2022,high,No intersection
21756,2023,high,No intersection
21757,2023,high,No intersection
21758,2023,high,No intersection
21759,2023,high,No intersection
21760,2020,high,No intersection
21761,2020,high,No intersection
21762,2020,high,No intersection
21763,2023,high,No intersection
21764,2023,high,No intersection
21765,2024,high,No intersection
21766,2023,high,No intersection
21767,2024,high,No intersection
21768,2024,high,No intersection
21769,2024,high,No intersection
21770,2024,high,No intersection
21771,2024,high,No intersection
21772,2024,high,No intersection
21773,2024,high,No intersection
21774,2023,high,No intersection
21775,2023,high,No intersection
21776,2023,high,No intersection
21777,2023,high,No intersection
21778,2023,high,No intersection
21779,2022,high,No intersection
21780,2022,high,No intersection
21781,2022,high,No intersection
21782,2022,high,No intersection
21783,2022,high,No intersection
21784,2022,high,No intersection
21785,2022,high,No intersection
21786,2022,high,No intersection
21787,2022,high,No intersection
21788,2024,high,No intersection
21789,2023,high,No intersection
21790,2023,high,No intersection
21791,2022,high,No intersection
21792,2022,high,No intersection
21793,2022,high,No intersection
21794,2022,high,No intersection
21795,2022,high,No intersection
21796,2022,high,No intersection
21797,2022,high,No intersection
21798,2022,high,No intersection
21799,2022,high,No intersection
21800,2023,high,No intersection
21801,2023,high,No intersection
21802,2023,high,No intersection
21803,2023,high,No intersection
21804,2023,high,No intersection
21805,2020,high,No intersection
21806,2020,high,No intersection
21807,2020,high,No intersection
21808,2020,high,No intersection
21809,2020,high,No intersection
21810,2023,high,No intersection
21811,2024,high,No intersection
21812,2024,high,No intersection
21813,2023,high,No intersection
21814,2023,high,No intersection
21815,2023,high,No intersection
21816,2024,high,No intersection
21817,2024,high,No intersection
21818,2024,high,No intersection
21819,2024,high,No intersection
21820,2024,high,No intersection
21821,2024,high,No intersection
21822,2024,high,No intersection
21823,2024,high,No intersection
21824,2024,high,No intersection
21825,2024,high,No intersection
21826,2024,high,No intersection
21827,2024,high,No intersection
21828,2023,high,No intersection
21829,2023,high,No intersection
21830,2023,high,No intersection
21831,2023,high,No intersection
21832,2023,high,No intersection
21833,2022,high,No intersection
21834,2022,high,No intersection
21835,2022,high,No intersection
21836,2022,high,No intersection
21837,2022,high,No intersection
21838,2022,high,No intersection
21839,2022,high,No intersection
21840,2023,high,No intersection
21841,2022,high,No intersection
21842,2022,high,No intersection
21843,2022,high,No intersection
21844,2022,high,No intersection
21845,2022,high,No intersection
21846,2023,high,No intersection
21847,2023,high,No intersection
21848,2022,high,No intersection
21849,2022,high,No intersection
21850,2022,high,No intersection
21851,2022,high,No intersection
21852,2022,high,No intersection
21853,2022,high,No intersection
21854,2022,high,No intersection
21855,2022,high,No intersection
21856,2022,high,No intersection
21857,2022,high,No intersection
21858,2022,high,No intersection
21859,2023,high,No intersection
21860,2020,high,No intersection
21861,2020,high,No intersection
21862,2020,high,No intersection
21863,2020,high,No intersection
21864,2020,high,No intersection
21865,2023,high,No intersection
21866,2023,high,No intersection
21867,2023,high,No intersection
21868,2023,high,No intersection
21869,2023,high,No intersection
21870,2024,high,No intersection
21871,2024,high,No intersection
21872,2023,high,No intersection
21873,2024,high,No intersection
21874,2024,high,No intersection
21875,2024,high,No intersection
21876,2024,high,No intersection
21877,2024,high,No intersection
21878,2024,high,No intersection
21879,2024,high,No intersection
21880,2024,high,No intersection
21881,2024,high,No intersection
21882,2023,high,No intersection
21883,2023,high,No intersection
21884,2023,high,No intersection
21885,2023,high,No intersection
21886,2023,high,No intersection
21887,2023,high,No intersection
21888,2024,high,No intersection
21889,2023,high,No intersection
21890,2022,high,No intersection
21891,2022,high,No intersection
21892,2022,high,No intersection
21893,2022,high,No intersection
21894,2022,high,No intersection
21895,2022,high,No intersection
21896,2022,high,No intersection
21897,2023,high,No intersection
21898,2023,high,No intersection
21899,2023,high,No intersection
21900,2023,high,No intersection
21901,2023,high,No intersection
21902,2023,high,No intersection
21903,2022,high,No intersection
21904,2022,high,No intersection
21905,2022,high,No intersection
21906,2024,high,No intersection
21907,2023,high,No intersection
21908,2023,high,No intersection
21909,2022,high,No intersection
21910,2022,high,No intersection
21911,2022,high,No intersection
21912,2022,high,No intersection
21913,2022,high,No intersection
21914,2022,high,No intersection
21915,2022,high,No intersection
21916,2022,high,No intersection
21917,2022,high,No intersection
21918,2022,high,No intersection
21919,2023,high,No intersection
21920,2020,high,No intersection
21921,2020,high,No intersection
21922,2020,high,No intersection
21923,2020,high,No intersection
21924,2020,high,No intersection
21925,2023,high,No intersection
21926,2023,high,No intersection
21927,2023,high,No intersection
21928,2023,high,No intersection
21929,2024,high,No intersection
21930,2023,high,No intersection
21931,2023,high,No intersection
21932,2023,high,No intersection
21933,2023,high,No intersection
21934,2023,high,No intersection
21935,2024,high,No intersection
21936,2024,high,No intersection
21937,2023,high,No intersection
21938,2023,high,No intersection
21939,2024,high,No intersection
21940,2024,high,No intersection
21941,2024,high,No intersection
21942,2024,high,No intersection
21943,2024,high,No intersection
21944,2023,high,No intersection
21945,2023,high,No intersection
21946,2023,high,No intersection
21947,2023,high,No intersection
21948,2023,high,No intersection
21949,2023,high,No intersection
21950,2024,high,No intersection
21951,2023,high,No intersection
21952,2023,high,No intersection
21953,2023,high,No intersection
21954,2022,high,No intersection
21955,2022,high,No intersection
21956,2022,high,No intersection
21957,2022,high,No intersection
21958,2022,high,No intersection
21959,2022,high,No intersection
21960,2022,high,No intersection
21961,2024,high,No intersection
21962,2023,high,No intersection
21963,2023,high,No intersection
21964,2023,high,No intersection
21965,2023,high,No intersection
21966,2023,high,No intersection
21967,2023,high,No intersection
21968,2023,high,No intersection
21969,2022,high,No intersection
21970,2022,high,No intersection
21971,2022,high,No intersection
21972,2023,high,No intersection
21973,2023,high,No intersection
21974,2022,high,No intersection
21975,2022,high,No intersection
21976,2022,high,No intersection
21977,2022,high,No intersection
21978,2022,high,No intersection
21979,2022,high,No intersection
21980,2022,high,No intersection
21981,2022,high,No intersection
21982,2022,high,No intersection
21983,2022,high,No intersection
21984,2022,high,No intersection
21985,2022,high,No intersection
21986,2022,high,No intersection
21987,2023,high,No intersection
21988,2023,high,No intersection
21989,2023,high,No intersection
21990,2023,high,No intersection
21991,2023,high,No intersection
21992,2024,high,No intersection
21993,2023,high,No intersection
21994,2023,high,No intersection
21995,2023,high,No intersection
21996,2023,high,No intersection
21997,2023,high,No intersection
21998,2023,high,No intersection
21999,2023,high,No intersection
22000,2023,high,No intersection
22001,2024,high,No intersection
22002,2024,high,No intersection
22003,2024,high,No intersection
22004,2023,high,No intersection
22005,2024,high,No intersection
22006,2023,high,No intersection
22007,2023,high,No intersection
22008,2023,high,No intersection
22009,2023,high,No intersection
22010,2023,high,No intersection
22011,2023,high,No intersection
22012,2023,high,No intersection
22013,2023,high,No intersection
22014,2023,high,No intersection
22015,2023,high,No intersection
22016,2022,high,No intersection
22017,2022,high,No intersection
22018,2022,high,No intersection
22019,2022,high,No intersection
22020,2022,high,No intersection
22021,2022,high,No intersection
22022,2023,high,No intersection
22023,2024,high,No intersection
22024,2023,high,No intersection
22025,2023,high,No intersection
22026,2023,high,No intersection
22027,2023,high,No intersection
22028,2023,high,No intersection
22029,2023,high,No intersection
22030,2022,high,No intersection
22031,2022,high,No intersection
22032,2022,high,No intersection
22033,2021,high,No intersection
22034,2021,high,No intersection
22035,2023,high,No intersection
22036,2023,high,No intersection
22037,2022,high,No intersection
22038,2022,high,No intersection
22039,2022,high,No intersection
22040,2022,high,No intersection
22041,2022,high,No intersection
22042,2022,high,No intersection
22043,2022,high,No intersection
22044,2022,high,No intersection
22045,2020,high,No intersection
22046,2023,high,No intersection
22047,2022,high,No intersection
22048,2022,high,No intersection
22049,2022,high,No intersection
22050,2022,high,No intersection
22051,2022,high,No intersection
22052,2023,high,No intersection
22053,2023,high,No intersection
22054,2023,high,No intersection
22055,2023,high,No intersection
22056,2023,high,No intersection
22057,2023,high,No intersection
22058,2023,high,No intersection
22059,2024,high,No intersection
22060,2024,high,No intersection
22061,2024,high,No intersection
22062,2023,high,No intersection
22063,2023,high,No intersection
22064,2023,high,No intersection
22065,2023,high,No intersection
22066,2023,high,No intersection
22067,2023,high,No intersection
22068,2023,high,No intersection
22069,2024,high,No intersection
22070,2023,high,No intersection
22071,2022,high,No intersection
22072,2022,high,No intersection
22073,2023,high,No intersection
22074,2023,high,No intersection
22075,2022,high,No intersection
22076,2022,high,No intersection
22077,2022,high,No intersection
22078,2022,high,No intersection
22079,2022,high,No intersection
22080,2022,high,No intersection
22081,2024,high,No intersection
22082,2023,high,No intersection
22083,2023,high,No intersection
22084,2023,high,No intersection
22085,2022,high,No intersection
22086,2022,high,No intersection
22087,2020,high,No intersection
22088,2020,high,No intersection
22089,2020,high,No intersection
22090,2020,high,No intersection
22091,2020,high,No intersection
22092,2023,high,No intersection
22093,2022,high,No intersection
22094,2022,high,No intersection
22095,2020,high,No intersection
22096,2020,high,No intersection
22097,2022,high,No intersection
22098,2022,high,No intersection
22099,2022,high,No intersection
22100,2022,high,No intersection
22101,2022,high,No intersection
22102,2022,high,No intersection
22103,2022,high,No intersection
22104,2022,high,No intersection
22105,2022,high,No intersection
22106,2022,high,No intersection
22107,2022,high,No intersection
22108,2022,high,No intersection
22109,2022,high,No intersection
22110,2023,high,No intersection
22111,2023,high,No intersection
22112,2023,high,No intersection
22113,2023,high,No intersection
22114,2023,high,No intersection
22115,2024,high,No intersection
22116,2024,high,No intersection
22117,2024,high,No intersection
22118,2023,high,No intersection
22119,2023,high,No intersection
22120,2023,high,No intersection
22121,2023,high,No intersection
22122,2023,high,No intersection
22123,2023,high,No intersection
22124,2024,high,No intersection
22125,2023,high,No intersection
22126,2022,high,No intersection
22127,2022,high,No intersection
22128,2022,high,No intersection
22129,2023,high,No intersection
22130,2023,high,No intersection
22131,2022,high,No intersection
22132,2022,high,No intersection
22133,2022,high,No intersection
22134,2022,high,No intersection
22135,2022,high,No intersection
22136,2022,high,No intersection
22137,2024,high,No intersection
22138,2023,high,No intersection
22139,2020,high,No intersection
22140,2020,high,No intersection
22141,2020,high,No intersection
22142,2020,high,No intersection
22143,2020,high,No intersection
22144,2020,high,No intersection
22145,2020,high,No intersection
22146,2023,high,No intersection
22147,2022,high,No intersection
22148,2022,high,No intersection
22149,2020,high,No intersection
22150,2020,high,No intersection
22151,2022,high,No intersection
22152,2022,high,No intersection
22153,2022,high,No intersection
22154,2022,high,No intersection
22155,2022,high,No intersection
22156,2022,high,No intersection
22157,2022,high,No intersection
22158,2022,high,No intersection
22159,2023,high,No intersection
22160,2022,high,No intersection
22161,2022,high,No intersection
22162,2022,high,No intersection
22163,2023,high,No intersection
22164,2022,high,No intersection
22165,2023,high,No intersection
22166,2023,high,No intersection
22167,2024,low,No intersection
22168,2024,low,No intersection
22169,2023,high,No intersection
22170,2023,high,No intersection
22171,2024,high,No intersection
22172,2023,high,No intersection
22173,2023,high,No intersection
22174,2023,high,No intersection
22175,2023,high,No intersection
22176,2023,high,No intersection
22177,2023,high,No intersection
22178,2023,high,No intersection
22179,2022,high,No intersection
22180,2022,high,No intersection
22181,2022,high,No intersection
22182,2022,high,No intersection
22183,2022,high,No intersection
22184,2022,high,No intersection
22185,2022,high,No intersection
22186,2023,high,No intersection
22187,2024,high,No intersection
22188,2022,high,No intersection
22189,2023,high,No intersection
22190,2020,high,No intersection
22191,2020,high,No intersection
22192,2020,high,No intersection
22193,2020,high,No intersection
22194,2020,high,No intersection
22195,2020,high,No intersection
22196,2023,high,No intersection
22197,2023,high,No intersection
22198,2020,high,No intersection
22199,2020,high,No intersection
22200,2020,high,No intersection
22201,2020,high,No intersection
22202,2022,high,No intersection
22203,2022,high,No intersection
22204,2022,high,No intersection
22205,2022,high,No intersection
22206,2022,high,No intersection
22207,2022,high,No intersection
22208,2022,high,No intersection
22209,2022,high,No intersection
22210,2022,high,No intersection
22211,2022,high,No intersection
22212,2023,high,No intersection
22213,2023,high,No intersection
22214,2023,high,No intersection
22215,2023,high,No intersection
22216,2024,low,No intersection
22217,2024,low,No intersection
22218,2023,high,No intersection
22219,2024,high,No intersection
22220,2023,high,No intersection
22221,2023,high,No intersection
22222,2023,high,No intersection
22223,2023,high,No intersection
22224,2023,high,No intersection
22225,2023,high,No intersection
22226,2022,high,No intersection
22227,2022,high,No intersection
22228,2023,high,No intersection
22229,2022,high,No intersection
22230,2022,high,No intersection
22231,2022,high,No intersection
22232,2022,high,No intersection
22233,2022,high,No intersection
22234,2020,high,No intersection
22235,2021,high,No intersection
22236,2021,high,No intersection
22237,2021,high,No intersection
22238,2023,high,No intersection
22239,2020,high,No intersection
22240,2020,high,No intersection
22241,2020,high,No intersection
22242,2020,high,No intersection
22243,2020,high,No intersection
22244,2020,high,No intersection
22245,2020,high,No intersection
22246,2023,high,No intersection
22247,2020,high,No intersection
22248,2020,high,No intersection
22249,2020,high,No intersection
22250,2020,high,No intersection
22251,2021,high,No intersection
22252,2021,high,No intersection
22253,2021,high,No intersection
22254,2022,high,No intersection
22255,2022,high,No intersection
22256,2022,high,No intersection
22257,2022,high,No intersection
22258,2022,high,No intersection
22259,2022,high,No intersection
22260,2022,high,No intersection
22261,2023,high,No intersection
22262,2020,high,No intersection
22263,2020,high,No intersection
22264,2020,high,No intersection
22265,2022,high,No intersection
22266,2023,high,No intersection
22267,2023,high,No intersection
22268,2022,high,No intersection
22269,2022,high,No intersection
22270,2022,high,No intersection
22271,2022,high,No intersection
22272,2023,high,No intersection
22273,2024,low,No intersection
22274,2024,low,No intersection
22275,2024,low,No intersection
22276,2024,low,No intersection
22277,2023,high,No intersection
22278,2024,high,No intersection
22279,2024,high,No intersection
22280,2023,high,No intersection
22281,2023,high,No intersection
22282,2023,high,No intersection
22283,2023,high,No intersection
22284,2023,high,No intersection
22285,2023,high,No intersection
22286,2023,high,No intersection
22287,2022,high,No intersection
22288,2022,high,No intersection
22289,2023,high,No intersection
22290,2023,high,No intersection
22291,2023,high,No intersection
22292,2022,high,No intersection
22293,2022,high,No intersection
22294,2022,high,No intersection
22295,2022,high,No intersection
22296,2022,high,No intersection
22297,2020,high,No intersection
22298,2020,high,No intersection
22299,2023,high,No intersection
22300,2020,high,No intersection
22301,2020,high,No intersection
22302,2020,high,No intersection
22303,2020,high,No intersection
22304,2020,high,No intersection
22305,2020,high,No intersection
22306,2020,high,No intersection
22307,2020,high,No intersection
22308,2020,high,No intersection
22309,2021,high,No intersection
22310,2021,high,No intersection
22311,2020,high,No intersection
22312,2021,high,No intersection
22313,2021,high,No intersection
22314,2021,high,No intersection
22315,2021,high,No intersection
22316,2021,high,No intersection
22317,2021,high,No intersection
22318,2021,high,No intersection
22319,2021,high,No intersection
22320,2021,high,No intersection
22321,2022,high,No intersection
22322,2023,high,No intersection
22323,2023,high,No intersection
22324,2020,high,No intersection
22325,2020,high,No intersection
22326,2020,high,No intersection
22327,2020,high,No intersection
22328,2020,high,No intersection
22329,2020,high,No intersection
22330,2023,high,No intersection
22331,2022,high,No intersection
22332,2022,high,No intersection
22333,2022,high,No intersection
22334,2022,high,No intersection
22335,2022,high,No intersection
22336,2023,high,No intersection
22337,2023,high,No intersection
22338,2022,high,No intersection
22339,2022,high,No intersection
22340,2022,high,No intersection
22341,2023,high,No intersection
22342,2024,low,No intersection
22343,2024,low,No intersection
22344,2024,low,No intersection
22345,2024,high,No intersection
22346,2024,high,No intersection
22347,2023,high,No intersection
22348,2024,high,No intersection
22349,2023,high,No intersection
22350,2021,high,No intersection
22351,2024,high,No intersection
22352,2024,high,No intersection
22353,2024,high,No intersection
22354,2023,high,No intersection
22355,2023,high,No intersection
22356,2023,high,No intersection
22357,2023,high,No intersection
22358,2021,high,No intersection
22359,2023,high,No intersection
22360,2023,high,No intersection
22361,2023,high,No intersection
22362,2023,high,No intersection
22363,2023,high,No intersection
22364,2023,high,No intersection
22365,2023,high,No intersection
22366,2022,high,No intersection
22367,2022,high,No intersection
22368,2022,high,No intersection
22369,2022,high,No intersection
22370,2020,high,No intersection
22371,2020,high,No intersection
22372,2020,high,No intersection
22373,2020,high,No intersection
22374,2020,high,No intersection
22375,2020,high,No intersection
22376,2020,high,No intersection
22377,2020,high,No intersection
22378,2020,high,No intersection
22379,2020,high,No intersection
22380,2020,high,No intersection
22381,2020,high,No intersection
22382,2020,high,No intersection
22383,2022,high,No intersection
22384,2020,high,No intersection
22385,2021,high,No intersection
22386,2021,high,No intersection
22387,2021,high,No intersection
22388,2022,high,No intersection
22389,2021,high,No intersection
22390,2021,high,No intersection
22391,2021,high,No intersection
22392,2021,high,No intersection
22393,2021,high,No intersection
22394,2021,high,No intersection
22395,2021,high,No intersection
22396,2023,high,No intersection
22397,2020,high,No intersection
22398,2020,high,No intersection
22399,2020,high,No intersection
22400,2020,high,No intersection
22401,2022,high,No intersection
22402,2022,high,No intersection
22403,2020,high,No intersection
22404,2020,high,No intersection
22405,2020,high,No intersection
22406,2020,high,No intersection
22407,2023,high,No intersection
22408,2023,high,No intersection
22409,2022,high,No intersection
22410,2022,high,No intersection
22411,2022,high,No intersection
22412,2022,high,No intersection
22413,2022,high,No intersection
22414,2022,high,No intersection
22415,2023,high,No intersection
22416,2023,high,No intersection
22417,2024,high,No intersection
22418,2024,high,No intersection
22419,2024,low,No intersection
22420,2023,high,No intersection
22421,2021,high,No intersection
22422,2021,high,No intersection
22423,2021,high,No intersection
22424,2024,high,No intersection
22425,2024,high,No intersection
22426,2024,high,No intersection
22427,2023,high,No intersection
22428,2023,high,No intersection
22429,2023,high,No intersection
22430,2023,high,No intersection
22431,2024,low,No intersection
22432,2021,high,No intersection
22433,2021,high,No intersection
22434,2024,high,No intersection
22435,2023,high,No intersection
22436,2023,high,No intersection
22437,2023,high,No intersection
22438,2023,high,No intersection
22439,2023,high,No intersection
22440,2023,high,No intersection
22441,2022,high,No intersection
22442,2022,high,No intersection
22443,2022,high,No intersection
22444,2022,high,No intersection
22445,2022,high,No intersection
22446,2020,high,No intersection
22447,2020,high,No intersection
22448,2020,high,No intersection
22449,2020,high,No intersection
22450,2020,high,No intersection
22451,2020,high,No intersection
22452,2020,high,No intersection
22453,2020,high,No intersection
22454,2020,high,No intersection
22455,2020,high,No intersection
22456,2020,high,No intersection
22457,2020,high,No intersection
22458,2020,high,No intersection
22459,2020,high,No intersection
22460,2020,high,No intersection
22461,2021,high,No intersection
22462,2021,high,No intersection
22463,2021,high,No intersection
22464,2021,high,No intersection
22465,2024,high,No intersection
22466,2024,high,No intersection
22467,2024,high,No intersection
22468,2021,high,No intersection
22469,2021,high,No intersection
22470,2021,high,No intersection
22471,2023,high,No intersection
22472,2023,high,No intersection
22473,2023,high,No intersection
22474,2023,high,No intersection
22475,2020,high,No intersection
22476,2020,high,No intersection
22477,2020,high,No intersection
22478,2020,high,No intersection
22479,2020,high,No intersection
22480,2022,high,No intersection
22481,2022,high,No intersection
22482,2022,high,No intersection
22483,2020,high,No intersection
22484,2020,high,No intersection
22485,2023,high,No intersection
22486,2022,high,No intersection
22487,2022,high,No intersection
22488,2022,high,No intersection
22489,2022,high,No intersection
22490,2022,high,No intersection
22491,2024,high,No intersection
22492,2024,high,No intersection
22493,2024,high,No intersection
22494,2023,high,No intersection
22495,2021,high,No intersection
22496,2021,high,No intersection
22497,2021,high,No intersection
22498,2021,high,No intersection
22499,2024,high,No intersection
22500,2024,high,No intersection
22501,2024,high,No intersection
22502,2023,high,No intersection
22503,2023,high,No intersection
22504,2023,high,No intersection
22505,2023,high,No intersection
22506,2021,high,No intersection
22507,2021,high,No intersection
22508,2021,high,No intersection
22509,2024,high,No intersection
22510,2024,high,No intersection
22511,2024,low,No intersection
22512,2023,high,No intersection
22513,2023,high,No intersection
22514,2023,high,No intersection
22515,2022,high,No intersection
22516,2022,high,No intersection
22517,2022,high,No intersection
22518,2022,high,No intersection
22519,2022,high,No intersection
22520,2020,high,No intersection
22521,2021,high,No intersection
22522,2020,high,No intersection
22523,2020,high,No intersection
22524,2020,high,No intersection
22525,2020,high,No intersection
22526,2020,high,No intersection
22527,2020,high,No intersection
22528,2022,high,No intersection
22529,2021,high,No intersection
22530,2021,high,No intersection
22531,2021,high,No intersection
22532,2022,high,No intersection
22533,2022,high,No intersection
22534,2024,high,No intersection
22535,2024,high,No intersection
22536,2021,high,No intersection
22537,2021,high,No intersection
22538,2021,high,No intersection
22539,2021,high,No intersection
22540,2023,high,No intersection
22541,2023,high,No intersection
22542,2020,high,No intersection
22543,2020,high,No intersection
22544,2020,high,No intersection
22545,2020,high,No intersection
22546,2020,high,No intersection
22547,2020,high,No intersection
22548,2020,high,No intersection
22549,2022,high,No intersection
22550,2022,high,No intersection
22551,2020,high,No intersection
22552,2020,high,No intersection
22553,2022,high,No intersection
22554,2022,high,No intersection
22555,2022,high,No intersection
22556,2022,high,No intersection
22557,2022,high,No intersection
22558,2024,high,No intersection
22559,2024,high,No intersection
22560,2024,high,No intersection
22561,2024,low,No intersection
22562,2023,high,No intersection
22563,2023,high,No intersection
22564,2021,high,No intersection
22565,2021,high,No intersection
22566,2021,high,No intersection
22567,2020,high,No intersection
22568,2024,high,No intersection
22569,2023,high,No intersection
22570,2023,high,No intersection
22571,2023,high,No intersection
22572,2023,high,No intersection
22573,2021,high,No intersection
22574,2021,high,No intersection
22575,2021,high,No intersection
22576,2024,low,No intersection
22577,2024,low,No intersection
22578,2022,high,No intersection
22579,2022,high,No intersection
22580,2022,high,No intersection
22581,2022,high,No intersection
22582,2020,high,No intersection
22583,2020,high,No intersection
22584,2020,high,No intersection
22585,2020,high,No intersection
22586,2020,high,No intersection
22587,2022,high,No intersection
22588,2022,high,No intersection
22589,2022,high,No intersection
22590,2022,high,No intersection
22591,2021,high,No intersection
22592,2022,high,No intersection
22593,2020,high,No intersection
22594,2020,high,No intersection
22595,2020,high,No intersection
22596,2020,high,No intersection
22597,2020,high,No intersection
22598,2020,high,No intersection
22599,2020,high,No intersection
22600,2020,high,No intersection
22601,2020,high,No intersection
22602,2020,high,No intersection
22603,2020,high,No intersection
22604,2020,high,No intersection
22605,2022,high,No intersection
22606,2022,high,No intersection
22607,2022,high,No intersection
22608,2022,high,No intersection
22609,2024,high,No intersection
22610,2024,high,No intersection
22611,2024,high,No intersection
22612,2024,high,No intersection
22613,2024,high,No intersection
22614,2024,low,No intersection
22615,2022,high,No intersection
22616,2022,high,No intersection
22617,2021,high,No intersection
22618,2020,high,No intersection
22619,2021,high,No intersection
22620,2021,high,No intersection
22621,2023,high,No intersection
22622,2023,high,No intersection
22623,2023,high,No intersection
22624,2023,high,No intersection
22625,2021,high,No intersection
22626,2021,high,No intersection
22627,2021,high,No intersection
22628,2022,high,No intersection
22629,2020,high,No intersection
22630,2020,high,No intersection
22631,2020,high,No intersection
22632,2020,high,No intersection
22633,2020,high,No intersection
22634,2020,high,No intersection
22635,2020,high,No intersection
22636,2020,high,No intersection
22637,2020,high,No intersection
22638,2020,high,No intersection
22639,2020,high,No intersection
22640,2020,high,No intersection
22641,2020,high,No intersection
22642,2020,high,No intersection
22643,2020,high,No intersection
22644,2020,high,No intersection
22645,2020,high,No intersection
22646,2020,high,No intersection
22647,2021,high,No intersection
22648,2021,high,No intersection
22649,2023,high,No intersection
22650,2022,high,No intersection
22651,2022,high,No intersection
22652,2022,high,No intersection
22653,2024,high,No intersection
22654,2024,high,No intersection
22655,2024,high,No intersection
22656,2024,high,No intersection
22657,2024,high,No intersection
22658,2024,high,No intersection
22659,2024,low,No intersection
22660,2023,high,No intersection
22661,2022,high,No intersection
22662,2021,high,No intersection
22663,2020,high,No intersection
22664,2020,high,No intersection
22665,2020,high,No intersection
22666,2023,high,No intersection
22667,2023,high,No intersection
22668,2023,high,No intersection
22669,2023,high,No intersection
22670,2021,high,No intersection
22671,2021,high,No intersection
22672,2020,high,No intersection
22673,2020,high,No intersection
22674,2020,high,No intersection
22675,2020,high,No intersection
22676,2020,high,No intersection
22677,2020,high,No intersection
22678,2020,high,No intersection
22679,2020,high,No intersection
22680,2020,high,No intersection
22681,2020,high,No intersection
22682,2020,high,No intersection
22683,2020,high,No intersection
22684,2020,high,No intersection
22685,2020,high,No intersection
22686,2020,high,No intersection
22687,2020,high,No intersection
22688,2020,high,No intersection
22689,2020,high,No intersection
22690,2020,high,No intersection
22691,2021,high,No intersection
22692,2023,high,No intersection
22693,2023,high,No intersection
22694,2023,high,No intersection
22695,2022,high,No intersection
22696,2022,high,No intersection
22697,2022,high,No intersection
22698,2024,low,No intersection
22699,2024,high,No intersection
22700,2024,high,No intersection
22701,2024,high,No intersection
22702,2024,high,No intersection
22703,2024,high,No intersection
22704,2024,low,No intersection
22705,2023,high,No intersection
22706,2023,high,No intersection
22707,2023,high,No intersection
22708,2021,high,No intersection
22709,2022,high,No intersection
22710,2020,high,No intersection
22711,2020,high,No intersection
22712,2020,high,No intersection
22713,2020,high,No intersection
22714,2021,high,No intersection
22715,2023,high,No intersection
22716,2023,high,No intersection
22717,2023,high,No intersection
22718,2021,high,No intersection
22719,2020,high,No intersection
22720,2020,high,No intersection
22721,2020,high,No intersection
22722,2020,high,No intersection
22723,2020,high,No intersection
22724,2020,high,No intersection
22725,2020,high,No intersection
22726,2020,high,No intersection
22727,2020,high,No intersection
22728,2020,high,No intersection
22729,2020,high,No intersection
22730,2020,high,No intersection
22731,2020,high,No intersection
22732,2020,high,No intersection
22733,2020,high,No intersection
22734,2020,high,No intersection
22735,2020,high,No intersection
22736,2020,high,No intersection
22737,2020,high,No intersection
22738,2022,high,No intersection
22739,2022,high,No intersection
22740,2023,high,No intersection
22741,2023,high,No intersection
22742,2022,high,No intersection
22743,2022,high,No intersection
22744,2023,high,No intersection
22745,2024,high,No intersection
22746,2024,high,No intersection
22747,2024,high,No intersection
22748,2024,high,No intersection
22749,2024,high,No intersection
22750,2024,low,No intersection
22751,2020,high,No intersection
22752,2020,high,No intersection
22753,2020,high,No intersection
22754,2020,high,No intersection
22755,2020,high,No intersection
22756,2023,high,No intersection
22757,2023,high,No intersection
22758,2020,high,No intersection
22759,2020,high,No intersection
22760,2020,high,No intersection
22761,2020,high,No intersection
22762,2020,high,No intersection
22763,2020,high,No intersection
22764,2020,high,No intersection
22765,2020,high,No intersection
22766,2020,high,No intersection
22767,2020,high,No intersection
22768,2020,high,No intersection
22769,2021,high,No intersection
22770,2020,high,No intersection
22771,2022,high,No intersection
22772,2023,high,No intersection
22773,2023,high,No intersection
22774,2023,high,No intersection
22775,2023,high,No intersection
22776,2024,high,No intersection
22777,2024,high,No intersection
22778,2024,high,No intersection
22779,2024,high,No intersection
22780,2020,high,No intersection
22781,2020,high,No intersection
22782,2020,high,No intersection
22783,2020,high,No intersection
22784,2023,high,No intersection
22785,2023,high,No intersection
22786,2023,high,No intersection
22787,2020,high,No intersection
22788,2020,high,No intersection
22789,2020,high,No intersection
22790,2020,high,No intersection
22791,2020,high,No intersection
22792,2020,high,No intersection
22793,2020,high,No intersection
22794,2020,high,No intersection
22795,2020,high,No intersection
22796,2020,high,No intersection
22797,2020,high,No intersection
22798,2020,high,No intersection
22799,2022,high,No intersection
22800,2023,high,No intersection
22801,2023,high,No intersection
22802,2023,high,No intersection
22803,2023,high,No intersection
22804,2023,high,No intersection
22805,2023,high,No intersection
22806,2023,high,No intersection
22807,2023,high,No intersection
22808,2023,high,No intersection
22809,2023,high,No intersection
22810,2023,high,No intersection
22811,2023,high,No intersection
22812,2023,high,No intersection
22813,2024,high,No intersection
22814,2024,low,No intersection
22815,2024,low,No intersection
22816,2024,low,No intersection
